lane,sequence,spend,start_unix_ns,fast_us,wallet_ready_us,final_proof_us,credit_closed_us,proof_queue_us,credit_queue_us,error
2,1,95094f5c4d1c7cab2a31dfc87b07fe7846d376795d786538f92456f517b4f609,1789722260957741000,183663,256957,2817139,8193169,26,3,
4,2,6feb22cc2298907bb3f06e79d282312951ae9eb52359e3d4551b876205ff79d8,1789722260975910000,172466,207693,2835488,7226448,10,27,
7,2,b33c0b1552e50db4b41b400397ec8ac67730a25b119e9a2ff6a8675afc5f1fb9,1789722261093873000,96600,262958,3970166,10101053,2417230,6845528,
0,2,0f54954f0195d81655674504633b2ab049912d3c9798348b952f71ffd340c867,1789722261268822000,179234,216752,2506811,7110317,2288603,6806253,
4,3,2367ac2455b93b4a8689a5d1f27762197c01ee01f5b0674976b6befc85b928d1,1789722261357032000,84600,192567,3706973,10241189,2224757,6829305,
2,2,1fbe807900a13a95fd532d0a15805fb7cad5d802014f52f1a60cb902d8f66994,1789722261395787000,144423,217895,3668219,9478980,2161696,7790301,
6,2,69df9abc2796835b175a3e4da3d9ebbf43e59162d6f71ed0714165be302c7397,1789722261395884000,144296,217767,4884987,10740978,2161234,7537263,
3,2,ba03b4644f1ab0c98b9fb4b5b6a8a32d21a77981e33b11c81ed707f814b302d3,1789722261395947000,143995,217710,4883846,10202198,2161488,7603673,
5,2,23fddf32706f2d903642f9d5c9e6a10a80307c9f3fb58c8629039638bfac6a05,1789722261396020000,144014,217624,3667916,9686213,2161014,6765497,
1,2,45f1845cbd1fb0ae511807505dc15ee62eb732526885592ea8e05f96f7876c09,1789722261441305000,98891,172355,3622631,7962678,2161597,7789841,
7,3,c27497c7da7ed343e422f61c6074bcc3af5356111ec197028f8bc7d7fe9f66e3,1789722261459836000,121721,195723,3604117,8517019,2119957,8013127,
0,3,76db010b59624d15393afd354c2d5d3dbdb61e5783b777f96389d546fc76d54a,1789722261613879000,88546,158706,3401181,8155814,2003053,7996533,
4,4,1b574d221cf12d98c676695b3472c5111c79710c7d2cd308a8944721a9c61eb9,1789722261626097000,258250,386509,3437940,9188052,1799044,7864085,
7,4,4f83a3236942b576804e3717b1b9e1aefdad45c458184df7dc63bec4e8fe50c6,1789722261687077000,150497,190515,3327869,8083515,1933812,7892101,
